N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
10-2014-0464,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,75,,,,,,,19,3,HUTB-011467,16,2.2142196918835806,41.403121525886164
02-2014-1649,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,410,,,,,,,4,1,HUTB-012033,10,2.1508680841744656,41.374864300329214
02-2014-1658,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,1,47,,,,,,,7,6,HUTB-011177,3,2.1581086605331778,41.379603017641223
02-2014-1664,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,318,,,,,,,AT,,HUTB-012023,21,2.1658449368158141,41.390044112661421
02-2014-1673,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,16,,,,,,,7,2,HUTB-011183,7,2.1678324554521868,41.387483212682511
02-2014-1697,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,LLANÇA,2,54,,,,,,,AT,2,HUTB-010861,6,2.1441126077429735,41.37859579723721
03-2014-0490,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,65,,,,,,,PR,2,HUTB-011370,6,2.1413390083918022,41.372295153442977
03-2014-0491,3,SANTS-MONTJUÏC,16,la Bordeta,Carrer,HARTZENBUSCH,2,36,,,,,,,BJ,,HUTB-011202,10,2.1336310344105289,41.368941173498413
02-2014-1720,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,3,2,HUTB-011148,4,2.1521246379230359,41.384115305609853
02-2014-1724,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,3,3,HUTB-011149,4,2.1521246379230359,41.384115305609853
02-2014-1726,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,4,1,HUTB-011151,4,2.1521246379230359,41.384115305609853
02-2014-1173,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,2A,HUTB-010260,4,2.1719544309261289,41.390836125863856
02-2014-1174,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,5,2B,HUTB-010261,4,2.1719544309261289,41.390836125863856
02-2014-1175,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,AT,1,HUTB-010262,4,2.1719544309261289,41.390836125863856
02-2014-1176,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,1,HUTB-010263,2,2.1719544309261289,41.390836125863856
02-2014-1177,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,4,HUTB-010264,2,2.1719544309261289,41.390836125863856
02-2014-1178,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,3,1,HUTB-009698,6,2.1688288288660309,41.394322156221563
02-2014-1179,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,268,,,,,,,3,3,HUTB-010230,6,2.1585722419761124,41.391375350737412
02-2014-1180,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,268,,,,,,,3,4,HUTB-010231,6,2.1585722419761124,41.391375350737412
02-2014-1181,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,139,,,,,,,5,2,HUTB-010070,6,2.1555721319876264,41.39183371527767
06-2014-0186,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,1,2,HUTB-009045,2,2.1629858071766055,41.399137198455854
06-2014-0187,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,2,3,HUTB-009046,2,2.1629858071766055,41.399137198455854
06-2014-0188,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,2,2,HUTB-009047,2,2.1629858071766055,41.399137198455854
06-2014-0189,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,1,4,HUTB-009048,2,2.1629858071766055,41.399137198455854
06-2014-0190,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,2,1,HUTB-009049,2,2.1629858071766055,41.399137198455854
06-2014-0191,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,1,1,HUTB-009050,2,2.1629858071766055,41.399137198455854
06-2014-0192,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,2,4,HUTB-009051,2,2.1629858071766055,41.399137198455854
06-2014-0193,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,PR,4,HUTB-009052,2,2.1629858071766055,41.399137198455854
06-2014-0194,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,PR,2,HUTB-009053,2,2.1629858071766055,41.399137198455854
02-2014-1353,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,370,,,,,,,4,2,HUTB-011271,5,2.1696215561638303,41.397730389882064
02-2014-1356,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,71,,,,,,,2,1,HUTB-010904,4,2.1484268479470696,41.37721034695803
06-2014-0379,6,GRACIA,31,la Vila de Gràcia,Carrer,DOCTOR RIZAL,2,8,,,,,,,1,3,HUTB-010932,6,2.1550262319316742,41.395817055954318
02-2014-1371,2,L'EIXAMPLE,6,la Sagrada Família,Plaça,SAGRADA FAMILIA,1,7,,,,,,,PR,A,HUTB-010882,4,2.1711361378935119,41.400531732748078
02-2014-1373,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,370,,,,,,,2,2,HUTB-011270,8,2.1696215561638303,41.397730389882064
02-2014-1392,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,457,,,,,,,4,1B,HUTB-010955,4,2.1532634118790037,41.377450725479086
07-2014-0161,7,HORTA-GUINARDÓ,34,Can Baró,Avinguda,CAN BARO,1,3,,,,,,,1,3,HUTB-010707,4,2.1600026479534802,41.413494843497993
02-2014-1408,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,1,23,,,,,,,4,1,HUTB-011693,6,2.160509651180091,41.379561352968871
02-2014-1410,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,184,,,,,,,4,2,HUTB-011111,5,2.1515699499112722,41.391716964305431
02-2014-1416,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,4,1,HUTB-011121,11,2.1704615215852137,41.394210968433903
02-2014-1424,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,184,,,,,,,1,1,HUTB-011110,5,2.1515699499112722,41.391716964305431
02-2014-0953,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,AUSIAS MARC,2,14,,,,,,,5,C,HUTB-009941,8,2.173763739475056,41.388795447567375
03-2014-0202,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MIQUEL BLEACH,2,16,,,,,,,1,2,HUTB-009267,2,2.1405020842847247,41.373964845092509
02-2014-0534,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,6,1,HUTB-009393,4,2.1731388189009815,41.387506379474154
02-2014-0556,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,1,9,,,,,,,4,2,HUTB-009027,9,2.164762520097395,41.384880308479197
02-2014-0568,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,3,2,HUTB-009009,4,2.1586780435366477,41.386685349322121
02-2014-0580,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,ROGER DE FLOR,1,45,,,,,,A,5,4,HUTB-009369,7,2.179626431435576,41.390682927014339
02-2014-1787,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CORSEGA,2,518,,,,,,,5,4,HUTB-011330,4,2.1702293375295851,41.403574663681226
02-2014-1790,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,EN,2,HUTB-011294,4,2.1748831846443428,41.395118876288038
02-2014-1791,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,1,1,HUTB-011274,2,2.1748831846443428,41.395118876288038
02-2014-1792,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,1,3,HUTB-011276,5,2.1748831846443428,41.395118876288038
02-2014-1794,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,2,1,HUTB-011278,4,2.1748831846443428,41.395118876288038
02-2014-1795,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,2,2,HUTB-011279,4,2.1748831846443428,41.395118876288038
02-2014-1796,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,2,3,HUTB-011280,4,2.1748831846443428,41.395118876288038
02-2014-1797,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,2,4,HUTB-011281,5,2.1748831846443428,41.395118876288038
02-2014-1798,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,3,2,HUTB-011283,4,2.1748831846443428,41.395118876288038
02-2014-1799,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,3,4,HUTB-011284,3,2.1748831846443428,41.395118876288038
10-2014-0627,10,SANT MARTI,70,el Besòs i el Maresme,Rambla,PRIM,1,19,,,,,,,2,3,HUTB-010808,6,2.2169275029295727,41.410031971930863
01-2014-0060,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,2,1,HUTB-002876,4,2.167041777410911,41.382886803663382
01-2014-0061,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,2,3,HUTB-002877,4,2.167041777410911,41.382886803663382
02-2014-0202,2,L'EIXAMPLE,6,la Sagrada Família,Plaça,SAGRADA FAMILIA,2,10,,,,,,,BJ,1,HUTB-008742,6,2.1712675858747321,41.401201278571186
10-2014-0207,10,SANT MARTI,68,el Poblenou,Carrer,LLULL,1,151,,,,,,,2,1,HUTB-009229,5,2.1988164531234951,41.397602665690187
10-2014-0287,10,SANT MARTI,68,el Poblenou,Carrer,PERE IV,2,126,,,,,,,2,1,HUTB-009687,2,2.1948574378259278,41.398612135795908
10-2014-0288,10,SANT MARTI,68,el Poblenou,Carrer,PERE IV,2,126,,,,,,,3,3,HUTB-009540,3,2.1948574378259278,41.398612135795908
10-2014-0292,10,SANT MARTI,68,el Poblenou,Carrer,ROC BORONAT,1,5,,,,,,,3,1,HUTB-010359,4,2.2008545150924226,41.39512895709553
02-2014-1445,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,115,,,,,,,2,2,HUTB-008823,8,2.1541227320845211,41.391218918126967
02-2014-1451,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,115,,,,,,,1,1,HUTB-011306,8,2.1541227320845211,41.391218918126967
02-2014-1458,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,115,,,,,,,1,2,HUTB-008822,8,2.1541227320845211,41.391218918126967
02-2014-1467,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,115,,,,,,,PR,1,HUTB-011310,8,2.1541227320845211,41.391218918126967
07-2014-0203,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,ART,2,30,,,,,,,2,1,HUTB-010798,8,2.1766036558209687,41.419067629688932
02-2014-2162,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,14,,,,,,,1,1,HUTB-012486,6,2.1707012702983128,41.38659617484636
02-2014-2163,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,14,,,,,,,1,2,HUTB-012485,4,2.1707012702983128,41.38659617484636
03-2014-0807,3,SANTS-MONTJUÏC,18,Sants,Carrer,SANT JORDI,2,8,,,,,,,1,3,HUTB-013046,7,2.1327654838970802,41.372404550379116
06-2014-0722,6,GRACIA,28,Vallcarca i els Penitents,Carrer,SANT EUDALD,2,4,,,,,,,BJ,,HUTB-013044,7,2.1440375576276933,41.411657297017314
02-2014-1729,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,4,2,HUTB-011152,4,2.1521246379230359,41.384115305609853
02-2014-1807,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,44,,,,,,,5,3,HUTB-010763,7,2.1734373541276364,41.406402595298616
02-2014-1808,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,ARAGO,2,410,,,,,,,4,1,HUTB-010753,6,2.1735273656864091,41.397365559723596
06-2014-0437,6,GRACIA,31,la Vila de Gràcia,Carrer,TEROL,2,30,,,,,,,2,1,HUTB-011638,7,2.1575827427167371,41.401483470849392
02-2014-1810,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,1,165,,,,,,,PR,2,HUTB-011195,9,2.1491419882432439,41.389858929681417
02-2014-1811,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ROSSELLO,2,154,,,,,,,2,1,HUTB-010873,6,2.1536389792958834,41.389359248105137
02-2014-1814,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,88,,,,,,,3,2,HUTB-010903,5,2.169100846811582,41.393809738608169
05-2014-0372,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,MARE DE DEU DE NURIA,2,24,,26,,,,B,1,C,HUTB-012450,4,2.1232783852305301,41.396782646447193
06-2014-0195,6,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,PR,3,HUTB-009054,2,2.1629858071766055,41.399137198455854
02-2014-0602,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,52,,,,,,,2,4,HUTB-009134,8,2.1514406289415073,41.377498666275557
02-2014-1432,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,3,1,HUTB-011120,9,2.1704615215852137,41.394210968433903
02-2014-1437,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,1,467,,469,,,,E,SA,1,HUTB-010824,4,2.1748476941313113,41.403881822687929
10-2014-0406,10,SANT MARTI,68,el Poblenou,Carrer,TAULAT,1,63,,,,,,,BJ,,HUTB-011635,4,2.2026511876603081,41.396126527700559
02-2014-1439,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,PR,1,HUTB-011122,11,2.1704615215852137,41.394210968433903
03-2014-0428,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,35,,,,,,,2,1,HUTB-011628,2,2.1631562498290577,41.37132784504432
05-2014-0239,5,SARRIA-SANT GERVASI,22,"Vallvidrera, el Tibidabo i les Planes",Carrer,MONT D'ORSA,1,7,,,,,,,3,1,HUTB-011371,6,2.1028961128271382,41.410566314153122
05-2014-0240,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,MADRAZO,1,49,,,,,,,EN,,HUTB-011523,2,2.1474990850325382,41.397998640957937
02-2014-1453,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,242,,,,,,,4,2,HUTB-010822,4,2.1568453161368466,41.390070691087487
02-2014-1457,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,398,,,,,,,1,1,HUTB-011602,4,2.1678824937912209,41.404972763277414
02-2014-1461,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,242,,,,,,,3,2,HUTB-010820,4,2.1568453161368466,41.390070691087487
06-2014-0502,6,GRACIA,29,el Coll,Baixada,SANT MARIA,1,5,,7,,,,,2,1,HUTB-012130,4,2.147492143445608,41.416089244392687
02-2014-0948,2,L'EIXAMPLE,6,la Sagrada Família,Plaça,SAGRADA FAMILIA,2,10,,,,,,,3,3,HUTB-009654,6,2.1712675858747321,41.401201278571186
05-2014-0538,5,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CAMP,1,77,,,,,,,BJ,,HUTB-012893,5,2.1340218984665849,41.402484991358733
02-2014-1800,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,4,1,HUTB-011285,5,2.1748831846443428,41.395118876288038
02-2014-1802,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,4,3,HUTB-011287,5,2.1748831846443428,41.395118876288038
02-2014-1803,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,4,4,HUTB-011288,2,2.1748831846443428,41.395118876288038
02-2014-1806,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,5,4,HUTB-011292,4,2.1748831846443428,41.395118876288038
02-2014-1809,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,2,46,,,,,,,1,2,HUTB-011678,7,2.1596444594543414,41.375371439704423
03-2014-0679,3,SANTS-MONTJUÏC,18,Sants,Carrer,SANTS,2,138,,,,,,,2,1,HUTB-012613,11,2.1329593042926556,41.373693392921616
03-2014-0538,3,SANTS-MONTJUÏC,18,Sants,Carrer,MELCIOR DE PALAU,1,35,,,,,,A,6,2,HUTB-011355,8,2.1308996668276694,41.376963428334037
06-2014-0316,6,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,75,,,,,,,BJ,2,HUTB-010358,4,2.1531914405602635,41.396763594483822
02-2014-1255,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,46,,,,,,,4,2,HUTB-009625,11,2.1647259122540761,41.389988948578306
02-2014-1258,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,46,,,,,,,4,1,HUTB-009629,11,2.1647259122540761,41.389988948578306
05-2014-0224,5,SARRIA-SANT GERVASI,24,les Tres Torres,Carrer,VERGOS,2,18,,,,,,,2,2,HUTB-010390,11,2.1288969510292648,41.397231595045014
02-2014-1485,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,2,244,,,,,,,3,1,HUTB-011026,8,2.1539321314309494,41.391240017503563
06-2014-0732,6,GRACIA,29,el Coll,Carrer,PAU FERRAN,1,1,,,,,,,2,3,HUTB-012977,5,2.148243136272785,41.415746100935259
02-2014-0307,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,306,,,,,,,1,2,HUTB-008705,8,2.1642535228677309,41.388846879617731
02-2014-0611,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,133,,,,,,,EN,2,HUTB-009152,7,2.1612983765073266,41.379715935747988
02-2014-0612,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ARAGO,1,423,,,,,,,PR,1,HUTB-012369,6,2.1758885096870291,41.399568065212812
02-2014-0728,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CASP,1,41,,,,,,,3,1B,HUTB-009807,14,2.1727974124262595,41.390048709028491
02-2014-0824,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,6,3,HUTB-009824,2,2.1630666222185466,41.388902431086606
02-2014-1018,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,1,2B,HUTB-009665,6,2.163076003940537,41.39048283001182
02-2014-1019,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,2,1,HUTB-009668,8,2.163076003940537,41.39048283001182
06-2014-0468,6,GRACIA,28,Vallcarca i els Penitents,Passatge,MONTORNES,2,12,,,,,,,BJ,,HUTB-011372,12,2.1423047665943491,41.415999536027677
03-2014-0233,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONT HONRADA,2,14,,,,,,,3,2,HUTB-009155,4,2.1547103021379104,41.372212282125155
03-2014-0495,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RICART,2,16,,18,,,,,4,3,HUTB-010852,8,2.1569897242984188,41.372190928864022
10-2014-0576,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,35,,,,,,,BJ,,HUTB-011482,4,2.209413974404244,41.403165465957059
02-2014-1819,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,360,,,,,,,3,1,HUTB-011297,10,2.1751133633696003,41.395290525250758
02-2014-1820,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,360,,,,,,,4,3,HUTB-011298,4,2.1751133633696003,41.395290525250758
02-2014-1824,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,1,2,HUTB-013090,4,2.1592711775585776,41.380770460635418
02-2014-1825,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,PR,2,HUTB-013096,4,2.1592711775585776,41.380770460635418
04-2014-0357,4,LES CORTS,19,les Corts,Carrer,BERLIN,1,99,,,,,,,SA,1,HUTB-012656,3,2.1400443858881575,41.38281179567236
04-2014-0358,4,LES CORTS,19,les Corts,Carrer,BERLIN,1,99,,,,,,,SA,2,HUTB-012657,3,2.1400443858881575,41.38281179567236
03-2014-0839,3,SANTS-MONTJUÏC,18,Sants,Carrer,IBERIA,2,16,,,,,,,3,1,HUTB-012934,2,2.1355597840428779,41.371909904053318
02-2014-1462,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,LEPANT,2,300,,,,,,,4,1,HUTB-010858,5,2.1740499557978263,41.403886250186773
02-2014-1471,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,242,,,,,,,3,4,HUTB-010821,4,2.1568453161368466,41.390070691087487
02-2014-1483,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,202,,,,,,,8,A,HUTB-011383,6,2.1500253356907826,41.391173464469254
05-2014-0241,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,FRANCESC PEREZ-CABRERO,1,11,,,,,,,5,3,HUTB-011458,11,2.1384423040428953,41.392271765738371
02-2014-1521,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,353,,,,,,,2,1,HUTB-011651,3,2.1692505361987484,41.396281324066784
02-2014-1526,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,167,,,,,,,1,1,HUTB-011617,3,2.161147305019588,41.381302941076335
05-2014-0244,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,FONTCOBERTA,2,6,,,,,,,3,2,HUTB-011456,5,2.1233287943566719,41.39305887692926
03-2014-0452,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,RECTOR TRIADO,1,65,,,,,,,3,2,HUTB-010846,5,2.1414512762002724,41.376614052945527
03-2014-0124,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,28,,,,,,,EN,A,HUTB-008737,4,2.1655391827825978,41.371601927648534
07-2014-0316,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,VARSOVIA,1,91,,,,,,,1,2,HUTB-012713,5,2.1727658563814503,41.418172806168336
03-2014-0236,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,2,52,,,,,,,4,1,HUTB-009323,3,2.1666181565551557,41.371868929693669
10-2014-0157,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Passatge,GENERAL BASSOLS,2,26,,,,,,,2,,HUTB-008611,5,2.1971773316941774,41.392139978536633
03-2014-0719,3,SANTS-MONTJUÏC,18,Sants,Carrer,SOCORS,1,11,,,,,,,BJ,,HUTB-012616,8,2.1299012196035618,41.374924760044898
03-2014-0720,3,SANTS-MONTJUÏC,18,Sants,Carrer,GALILEU,1,1,,3,,,,,9,1,HUTB-012574,4,2.1347087899721608,41.374341763122708
02-2014-1826,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,2,1,HUTB-013091,4,2.1592711775585776,41.380770460635418
02-2014-1827,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,EN,1,HUTB-013094,4,2.1592711775585776,41.380770460635418
02-2014-1828,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,PR,1,HUTB-013095,4,2.1592711775585776,41.380770460635418
02-2014-1829,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,1,1,HUTB-013089,4,2.1592711775585776,41.380770460635418
02-2014-1830,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,3,2,HUTB-013093,4,2.1592711775585776,41.380770460635418
02-2014-1831,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,2,2,HUTB-013092,4,2.1592711775585776,41.380770460635418
07-2014-0188,7,HORTA-GUINARDÓ,43,Horta,Carrer,SANT TOMAS,2,66,,,,,,,BJ,,HUTB-011081,5,2.1560075942400845,41.43025513851002
04-2014-0150,4,LES CORTS,20,la Maternitat i Sant Ramon,Carrer,SABINO ARANA,2,30,,,,,,,2,2,HUTB-010881,6,2.1242858402138891,41.383908668081965
09-2014-0145,9,SANT ANDREU,59,el Bon Pastor,Carrer,FOC FOLLET,1,51,,,,,,,1,2,HUTB-011451,4,2.203006932776816,41.432577464845721
02-2014-0381,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CONSELL DE CENT,2,474,B,,,,,,AT,A,,,2.1762471194866384,41.397848499303606
02-2014-1541,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,176,,,,,,,EN,2,HUTB-011695,8,2.1491408719877141,41.388422693324685
07-2014-0171,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,CARTAGENA,1,335,,,,,,,BJ,IN,HUTB-011188,2,2.171965520957722,41.410149589995903
06-2014-0401,6,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,2,32,,,,,,,AT,,HUTB-011346,7,2.1581282903864953,41.397913427807197
02-2014-1556,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,1,99,,,,,,2,3,4,HUTB-011491,4,2.1678794977562417,41.389327209666547
